title,price,year,kms,city,gear,doors,seats,power,color,co2_emiss,fuel_type,warranty,dealer,chassis,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
Bmw Serie 3 328ia Gran Turismo Sport,25.000€,03/2016,80.000 km,245 cv en Madrid,Automática secuencial,5 puertas,5,245 cv,Negro,149 gr/m,Gasolina,SÍ,Profesional,Berlina,151 cm,482 cm,183 cm,520 l,250 km/h,"8,3 l","5,3 l","6,4 l",1.595 kg,60 l,"6,1 s"
Volkswagen Passat 2.0tdi Sport 110kw,13.000€,10/2015,172.000 km,150 cv en Madrid,Manual,4 puertas,5,150 cv,Gris,110 gr/m,Diesel,SÍ,Profesional,Berlina,146 cm,477 cm,183 cm,586 l,220 km/h,"5,0 l","3,9 l","4,2 l",1.475 kg,59 l,"8,7 s"
Bmw Serie 5 520da,33.750€,04/2018,74.000 km,190 cv en Cordoba,Automática secuencial,4 puertas,5,190 cv,Blanco,117 gr/m,Diesel,SÍ,Profesional,Berlina,148 cm,494 cm,187 cm,530 l,235 km/h,"5,0 l","4,1 l","4,5 l",1.595 kg,66 l,"7,3 s"
Mercedes Clase E E 320 Cdi Aut.,6.995€,2005,239.000 km,224 cv en Madrid,Automática,4 puertas,5,224 cv,Azul,202 gr/m,Diesel,SÍ,Profesional,Berlina,145 cm,482 cm,182 cm,540 l,250 km/h,"10,6 l","6,0 l","7,6 l",1.740 kg,65 l,"6,8 s"
Audi A5 Sportback 3.0 Tfsi Quattro S-tronic 272,25.990€,08/2016,117.000 km,272 cv en Madrid,Automática secuencial,5 puertas,4,272 cv,,177 gr/m,Gasolina,SÍ,Profesional,Berlina,139 cm,471 cm,185 cm,480 l,250 km/h,"10,7 l","6,6 l","7,6 l",1.725 kg,61 l,"5,8 s"
Peugeot 607 2.7hdi Pack Ebano Aut.,5.500€,2005,147.000 km,204 cv en Malaga,Automática secuencial,4 puertas,5,204 cv,Azul,223 gr/m,Diesel,SÍ,Profesional,Berlina,144 cm,490 cm,180 cm,468 l,230 km/h,"11,6 l","6,6 l","8,4 l",1.798 kg,80 l,"8,7 s"
Bmw Serie 3 330d,3.200€,2001,208.256 km,184 cv en Barcelona,Manual,4 puertas,5,184 cv,Azul,0 gr/m,Diesel,No,Particular,Berlina,142 cm,447 cm,174 cm,0 l,0 km/h,"9,2 l","5,3 l","6,7 l",1.520 kg,0 l,"7,8 s"
Volvo S60 D3 Momentum Aut. 150,15.000€,2016,102.000 km,150 cv en Pontevedra,Automática secuencial,4 puertas,5,150 cv,Negro,113 gr/m,Diesel,No,Particular,Berlina,148 cm,464 cm,187 cm,380 l,215 km/h,"4,9 l","4,0 l","4,3 l",1.559 kg,68 l,"9,0 s"
Bmw Serie 3 320d,2.000€,2000,2.000.000 km,136 cv en Pontevedra,Manual,4 puertas,5,136 cv,Azul metalizado,0 gr/m,Diesel,No,Particular,Berlina,142 cm,447 cm,174 cm,0 l,0 km/h,"7,4 l","4,7 l","5,7 l",1.375 kg,0 l,"9,9 s"
Audi A5 Sportback 1.4 Tfsi Sport S Tronic 110kw,26.100€,01/2018,59.728 km,150 cv en Madrid,Automática secuencial,5 puertas,5,150 cv,Gris,128 gr/m,Gasolina,SÍ,Profesional,Berlina,139 cm,473 cm,184 cm,480 l,210 km/h,"7,3 l","4,7 l","5,6 l",1.425 kg,58 l,"8,9 s"
