title,price,contract_months,km_year,fuel_type,color,warranty,maintenance,tires,power,co2_emiss,doors,gear,status,chassis,height,length,width,trunk_vol,max_speed,seats,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
PEUGEOT 3008,527,36,55.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,493,36,50.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,438,36,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,423,36,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,406,36,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,382,36,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,366,36,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,357,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,341,36,15.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,333,36,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,616,24,60.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,569,24,55.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,534,24,50.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,453,24,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,442,24,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,413,24,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,403,24,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,394,24,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,373,24,20.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,365,24,15.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,356,24,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
MERCEDES Clase GLA,585,60,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,569,60,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,548,60,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,526,60,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,508,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,483,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,475,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
CITROEN Jumpy,369,60,15.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
CITROEN Jumpy,374,48,15.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
CITROEN Jumpy,393,36,15.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
CITROEN Jumpy,364,60,10.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
CITROEN Jumpy,351,48,10.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
CITROEN Jumpy,366,36,10.000,Diesel,BLANCO,Incluido,Incluido,Incluido,100cv(75Kw),130 Co gr/km,4,Manual,Nuevo,Furgon,"189,5 cm","495,9 cm","192,0 cm",0 l,145 km/h,2,"5,4 l","4,7 l","4,9 l",1.748 kg,69 l,"15,0 s"
FORD EcoSport,287,60,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,277,48,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,284,36,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,269,60,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,266,48,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,275,36,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,260,60,10.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,247,48,10.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
FORD EcoSport,252,36,10.000,Gasolina,Consultar,Incluido,Incluido,Incluido,100cv(73Kw),116 Co gr/km,5,Manual,Nuevo,Todo Terreno,"165,0 cm","409,6 cm","176,5 cm",355 l,170 km/h,5,"6,4 l","5,0 l","5,5 l",1.280 kg,52 l,"11,0 s"
TOYOTA Corolla,362,60,20.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,359,48,20.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,378,36,20.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,339,60,15.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,337,48,15.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,365,36,15.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,329,60,10.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,313,48,10.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
TOYOTA Corolla,336,36,10.000,Híbrido,BLANCO,Incluido,Incluido,Incluido,122cv(90Kw),76 Co gr/km,5,Automática continua,Nuevo,Berlina,"143,5 cm","437,0 cm","179,0 cm",361 l,180 km/h,5,"3,2 l","3,6 l","3,3 l",1.360 kg,0 l,"10,0 s"
PEUGEOT 3008,393,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,371,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,376,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,370,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,344,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,363,36,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,359,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,318,48,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,332,36,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 208,447,48,20.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,476,36,20.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
PEUGEOT 208,412,60,15.000,Eléctrico,GRIS,Incluido,Incluido,Incluido,136cv(100Kw),0 Co gr/km,5,"Directo, sin caja de cambios",Nuevo,Berlina,"143,0 cm","405,5 cm","174,5 cm",309 l,150 km/h,5,"0,0 l","0,0 l","0,0 l",1.455 kg,0 l,"8,0 s"
MERCEDES Clase GLC,579,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLC,576,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLC,609,36,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLC,563,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLC,533,48,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLC,557,36,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,163cv(120Kw),137 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,4 cm","465,8 cm","189,0 cm",550 l,205 km/h,5,"6,8 l","3,6 l","5,2 l",1.835 kg,66 l,"8,0 s"
MERCEDES Clase GLB,558,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,555,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,575,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,524,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,532,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,559,36,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,510,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,492,48,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLB,516,36,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),126 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","463,4 cm","183,4 cm",570 l,204 km/h,5,"6,2 l","3,4 l","4,8 l",1.680 kg,52 l,"9,0 s"
MERCEDES Clase GLA,529,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,517,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,538,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,495,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,477,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,479,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase GLA,442,48,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"161,1 cm","441,0 cm","183,4 cm",425 l,208 km/h,5,"5,9 l","3,2 l","4,6 l",1.615 kg,43 l,"8,0 s"
MERCEDES Clase A,475,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
MERCEDES Clase A,496,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),110 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"144,0 cm","441,9 cm","179,6 cm",335 l,220 km/h,5,"5,0 l","3,7 l","4,2 l",1.490 kg,43 l,"8,0 s"
